0,0,0,0,0,0
0,0,0,0,0,0
0.0751646028,0,0,0.03361463227,0,0
0,0,0,0,0.08804509063,0
0.1660909597,0.1174440439,0,0.05872202195,0.08304547985,0
0.09365858116,0.1480872194,0,0.3973597071,0,0
0.1355815361,0.1917412472,0,0.25,0.08574929257,0.08574929257
0.1380131119,0.1951800146,0,0,0,0
0.1507556723,0.1651445648,0.1348399725,0.1348399725,0.1348399725,0.1348399725
0.7232405707,0.5547001962,0.7232405707,0.8770580193,0.7844645406,0.7232405707
1,1.018350154,1,0.9622504486,0.9622504486,1
1.015504801,1.015504801,1.015504801,0.9682458366,1,1.015504801
1.048284837,1.048284837,1.048284837,0,0,1.021741672
0,0,0,0,0,0
0,0.08873565094,0,0,0,0
0.08512565308,0.104257207,0,0.1345954755,0,0
0,0.0894427191,0,0.2529822128,0.0894427191,0
0.1,0.1154700538,0.1154700538,0.1414213562,0.1414213562,0
0.07669649888,0.06482037236,0,0.04099600308,0.0916698497,0
0.161245155,0.2309401077,0.1527525232,0.1,0.1211060142,0.1
0.1754116039,0.2148344622,0.1074172311,0.08770580193,0.1240347346,0.08770580193
0.2050757781,0.2557744333,0.1528544601,0.0966736489,0.1674436717,0.1367171854
0.5184758474,0.4863734571,0.4637388958,0.4016096645,0.4637388958,0.4399413451
0.9211323729,0.9374368666,0.9045340337,0.8703882798,0.8703882798,0.8961195808
1,0.9805806757,1.009569596,0.9805806757,0.9903379377,0.9903379377
1,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.04822428222,0,0,0,0,0
0.06523280731,0.1458649915,0.1031421246,0,0,0
0.05198752449,0.1162476387,0,0,0,0
0.09644856443,0.1670538139,0.06819943395,0.2411214111,0,0.06819943395
0.0907485213,0.1714985851,0,0.0242535625,0,0
0.1014599312,0.1533929978,0.1714985851,0.4200840252,0.2711630723,0.1212678125
0.728170693,0.7313574509,0.7249699272,0.7624928517,0.7152816976,0.7152816976
0.9942692938,0.9856107606,0.9913915185,0.9411239481,0.9856107606,0.9856107606
1.012739367,1.054092553,0.9696241231,0.924500327,0.924500327,1.012739367
0.9393364366,1.014599312,1.084652289,1.014599312,1.084652289,1.084652289
0,0,0,0.08703882798,0.07784989442,0
0,0.04938647983,0,0,0,0
0,0.0872278376,0,0.1474419562,0,0
0.04938647983,0.1104315261,0,0.2705008904,0.06984302958,0
0.1020620726,0.1020620726,0,0.1443375673,0.1443375673,0.06454972244
0,0.0512989176,0,0.03627381251,0.08885233166,0
0.2085144141,0.2331262021,0.104257207,0.09890707101,0.1318760947,0.104257207
0.2294157339,0.2294157339,0.1147078669,0.09597148699,0.1307870909,0.1147078669
0.2795084972,0.2795084972,0.1767766953,0.1767766953,0.1767766953,0.1767766953
0.5669467095,0.5411627693,0.5,0.4097037257,0.5345224838,0.4818120558
0.9746794345,0.9,0.9082951062,0.8514693183,0.894427191,0.8803408431
1,0.994428926,0.994428926,1,1.027402334,0.9718253158
1,0.9797958971,1,0.9797958971,1.095445115,1.019803903
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.1754116039,0,0.3508232077,0,0
0,0.2236067977,0,0.158113883,0,0
0,0.2236067977,0,0,0,0
0,0,0,0,0.4605661865,0
0.7352146221,0.7352146221,0.7352146221,0.8382736443,0.7352146221,0.7352146221
1,1.060660172,1.030776406,0.9354143467,0.9682458366,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.1474419562,0.1474419562,0,0.09325048082,0.1474419562,0
0.1622214211,0.2294157339,0,0,0,0
0.179605302,0.179605302,0,0.179605302,0.179605302,0.179605302
0.5252257314,0.4152273993,0.4152273993,0,0,0.4152273993
0.9219544457,0.9486832981,0.9486832981,0.9486832981,0.9219544457,0.9219544457
1.017095255,1.017095255,1.017095255,1.017095255,1.017095255,1.017095255
0,0,0,0,0,0
